{-2.89418e-06,1.02111e-06} {-6.28619e-06,2.07124e-06} {-6.5046e-06,2.82244e-06} {-5.46775e-06,3.29671e-06} {-3.6832e-06,3.57817e-06} {-1.48294e-06,3.74423e-06} {9.42038e-07,3.8477e-06} {3.48984e-06,3.91946e-06} {6.10714e-06,3.97515e-06} {8.76269e-06,4.02069e-06} {1.14318e-05,4.05667e-06} {1.40885e-05,4.08131e-06} {1.67021e-05,4.09231e-06} {1.9238e-05,4.08783e-06} {2.16589e-05,4.06706e-06} {2.3927e-05,4.03024e-06} {2.60067e-05,3.97859e-06} {2.78658e-05,3.91404e-06} {2.94775e-05,3.83901e-06} {3.08211e-05,3.75622e-06} {3.18821e-05,3.6684e-06} {3.26527e-05,3.57825e-06} {3.31312e-05,3.48825e-06} {3.33216e-05,3.4007e-06} {3.32333e-05,3.31749e-06} {3.28801e-05,3.24023e-06} {3.22794e-05,3.17028e-06} {3.14514e-05,3.10843e-06} {3.04189e-05,3.05523e-06} {2.92053e-05,3.01087e-06} {2.78352e-05,2.97514e-06} {2.63325e-05,2.94761e-06} {2.47205e-05,2.92771e-06} {2.30217e-05,2.91464e-06} {2.12576e-05,2.90786e-06} {1.94494e-05,2.90722e-06} {1.76189e-05,2.91322e-06} {1.57901e-05,2.92734e-06} {1.39918e-05,2.95213e-06} {1.22591e-05,2.9914e-06} {1.06353e-05,3.04965e-06} {9.17249e-06,3.13111e-06} {7.92842e-06,3.2377e-06} {6.95776e-06,3.36562e-06} {6.29387e-06,3.49951e-06} {5.91607e-06,3.6039e-06} {5.69512e-06,3.61154e-06} {5.31797e-06,3.41457e-06} {4.22983e-06,2.88738e-06} {1.71071e-06,1.9914e-06} 
{1.26326e-06,8.89829e-05} {2.4695e-06,0.000170047} {1.77237e-06,0.00023262} {4.34868e-08,0.000276936} {-2.46854e-06,0.00030696} {-5.56181e-06,0.000326742} {-9.07948e-06,0.000339346} {-1.28967e-05,0.0003468} {-1.691e-05,0.000350293} {-2.10302e-05,0.000350404} {-2.51778e-05,0.000347323} {-2.92797e-05,0.000341041} {-3.32682e-05,0.000331488} {-3.70794e-05,0.000318632} {-4.0654e-05,0.000302531} {-4.39376e-05,0.000283361} {-4.68812e-05,0.000261409} {-4.94424e-05,0.000237068} {-5.15858e-05,0.000210809} {-5.32839e-05,0.000183157} {-5.45171e-05,0.000154664} {-5.52744e-05,0.000125892} {-5.55529e-05,9.73858e-05} {-5.53576e-05,6.96586e-05} {-5.47013e-05,4.31797e-05} {-5.36037e-05,1.83624e-05} {-5.20907e-05,-4.4432e-06} {-5.01938e-05,-2.49546e-05} {-4.79491e-05,-4.29591e-05} {-4.53963e-05,-5.83124e-05} {-4.25779e-05,-7.09335e-05} {-3.95384e-05,-8.07963e-05} {-3.63235e-05,-8.79167e-05} {-3.29793e-05,-9.23365e-05} {-2.95521e-05,-9.41032e-05} {-2.60882e-05,-9.32499e-05} {-2.26341e-05,-8.9776e-05} {-1.92361e-05,-8.36358e-05} {-1.59418e-05,-7.47392e-05} {-1.27997e-05,-6.29748e-05} {-9.86003e-06,-4.82628e-05} {-7.17459e-06,-3.06467e-05} {-4.79587e-06,-1.04283e-05} {-2.77499e-06,1.1655e-05} {-1.15817e-06,3.42245e-05} {1.85049e-08,5.5048e-05} {7.3592e-07,7.08668e-05} {9.99549e-07,7.74456e-05} {8.45282e-07,7.0616e-05} {3.34331e-07,4.97427e-05} 
{1.36431e-06,8.76086e-05} {2.41879e-06,0.000167131} {1.01687e-06,0.000228432} {-1.76039e-06,0.000271762} {-5.56478e-06,0.000301048} {-1.01166e-05,0.000320294} {-1.52016e-05,0.000332529} {-2.06519e-05,0.000339752} {-2.63301e-05,0.00034313} {-3.21186e-05,0.000343229} {-3.79125e-05,0.000340229} {-4.36153e-05,0.000334114} {-4.91365e-05,0.000324809} {-5.43913e-05,0.000312277} {-5.92999e-05,0.00029657} {-6.37893e-05,0.000277857} {-6.7794e-05,0.000256419} {-7.12574e-05,0.00023264} {-7.41329e-05,0.000206981} {-7.63845e-05,0.000179957} {-7.79876e-05,0.000152113} {-7.89294e-05,0.000123997} {-7.92081e-05,9.61446e-05} {-7.88334e-05,6.90607e-05} {-7.78249e-05,4.3205e-05} {-7.62122e-05,1.89825e-05} {-7.4033e-05,-3.26358e-06} {-7.13325e-05,-2.32572e-05} {-6.81617e-05,-4.07906e-05} {-6.45766e-05,-5.57235e-05} {-6.06363e-05,-6.79777e-05} {-5.64023e-05,-7.75292e-05} {-5.19373e-05,-8.43949e-05} {-4.73041e-05,-8.8617e-05} {-4.25653e-05,-9.02432e-05} {-3.77831e-05,-8.93064e-05} {-3.30193e-05,-8.58066e-05} {-2.83356e-05,-7.96986e-05} {-2.37947e-05,-7.08936e-05} {-1.94603e-05,-5.92821e-05} {-1.53984e-05,-4.47863e-05} {-1.16763e-05,-2.74507e-05} {-8.36162e-06,-7.57693e-06} {-5.51881e-06,1.4102e-05} {-3.20394e-06,3.62171e-05} {-1.45657e-06,5.65538e-05} {-2.89425e-07,7.18808e-05} {3.23033e-07,7.79999e-05} {4.52009e-07,7.07811e-05} {2.02858e-07,4.96011e-05} 
{1.46828e-06,8.57678e-05} {2.38927e-06,0.000163284} {3.2262e-07,0.000222946} {-3.44593e-06,0.000265017} {-8.47186e-06,0.000293372} {-1.44006e-05,0.000311953} {-2.09634e-05,0.000323734} {-2.79515e-05,0.000330679} {-3.5196e-05,0.000333925} {-4.25528e-05,0.000334021} {-4.98933e-05,0.000331135} {-5.70992e-05,0.000325242} {-6.40593e-05,0.000316262} {-7.06684e-05,0.00030415} {-7.68278e-05,0.000288953} {-8.24469e-05,0.00027083} {-8.74444e-05,0.000250054} {-9.17502e-05,0.000226997} {-9.53068e-05,0.000202108} {-9.80705e-05,0.00017589} {-0.000100012,0.000148873} {-0.000101116,0.000121593} {-0.000101382,9.45736e-05} {-0.000100825,6.83051e-05} {-9.94716e-05,4.32365e-05} {-9.73597e-05,1.97624e-05} {-9.45389e-05,-1.78339e-06} {-9.10677e-05,-2.11324e-05} {-8.70117e-05,-3.80831e-05} {-8.24422e-05,-5.25001e-05} {-7.74347e-05,-6.43085e-05} {-7.20668e-05,-7.34862e-05} {-6.64175e-05,-8.00512e-05} {-6.05657e-05,-8.40457e-05} {-5.45896e-05,-8.55171e-05} {-4.85665e-05,-8.4498e-05} {-4.25728e-05,-8.09882e-05} {-3.66848e-05,-7.4943e-05} {-3.09795e-05,-6.62752e-05} {-2.55352e-05,-5.4877e-05} {-2.04324e-05,-4.06728e-05} {-1.57531e-05,-2.37083e-05} {-1.1579e-05,-4.28331e-06} {-7.98678e-06,1.68759e-05} {-5.04109e-06,3.84148e-05} {-2.78354e-06,5.81446e-05} {-1.2189e-06,7.28727e-05} {-2.99919e-07,7.8453e-05} {8.16721e-08,7.08083e-05} {7.67833e-08,4.93295e-05} 
{1.57543e-06,8.34789e-05} {2.38447e-06,0.000158549} {-2.98717e-07,0.000216222} {-4.98948e-06,0.000256779} {-1.11511e-05,0.000284024} {-1.83581e-05,0.000301818} {-2.629e-05,0.00031307} {-3.47008e-05,0.000319693} {-4.33924e-05,0.000322794} {-5.21965e-05,0.000322896} {-6.09635e-05,0.000320155} {-6.95553e-05,0.000314537} {-7.78414e-05,0.000305953} {-8.56981e-05,0.000294351} {-9.30093e-05,0.000279772} {-9.96676e-05,0.000262364} {-0.000105577,0.000242388} {-0.000110655,0.000220203} {-0.000114834,0.000196244} {-0.000118062,0.000170998} {-0.000120305,0.000144979} {-0.000121547,0.000118705} {-0.000121789,9.26848e-05} {-0.000121049,6.73934e-05} {-0.000119361,4.32655e-05} {-0.000116771,2.06832e-05} {-0.00011334,-3.07416e-08} {-0.00010914,-1.86171e-05} {-0.000104249,-3.48819e-05} {-9.87547e-05,-4.86949e-05} {-9.27466e-05,-5.99853e-05} {-8.63183e-05,-6.87329e-05} {-7.95641e-05,-7.49565e-05} {-7.25783e-05,-7.8698e-05} {-6.54536e-05,-8.00041e-05} {-5.82816e-05,-7.89065e-05} {-5.11526e-05,-7.54046e-05} {-4.41565e-05,-6.94542e-05} {-3.73836e-05,-6.09693e-05} {-3.09259e-05,-4.98444e-05} {-2.48775e-05,-3.60058e-05} {-1.93341e-05,-1.95002e-05} {-1.439e-05,-6.24337e-07} {-1.01331e-05,1.99048e-05} {-6.63487e-06,4.07525e-05} {-3.93758e-06,5.97633e-05} {-2.03625e-06,7.37953e-05} {-8.59954e-07,7.87689e-05} {-2.61469e-07,7.06743e-05} {-4.27953e-08,4.89188e-05} 
{1.68583e-06,8.07636e-05} {2.40724e-06,0.000152974} {-8.36886e-07,0.000208333} {-6.36986e-06,0.00024714} {-1.35677e-05,0.000273111} {-2.19381e-05,0.000290009} {-3.11134e-05,0.000300664} {-4.08132e-05,0.00030693} {-5.08135e-05,0.000309873} {-6.09252e-05,0.000309992} {-7.09799e-05,0.000307425} {-8.0822e-05,0.000302129} {-9.03041e-05,0.000294006} {-9.92859e-05,0.000282999} {-0.000107635,0.000269136} {-0.000115229,0.000252557} {-0.000121959,0.000233509} {-0.00012773,0.000212336} {-0.000132464,0.000189455} {-0.000136103,0.000165334} {-0.000138608,0.000140468} {-0.000139963,0.000115358} {-0.000140168,9.04908e-05} {-0.000139247,6.63256e-05} {-0.000137237,4.32801e-05} {-0.000134196,2.17216e-05} {-0.000130195,1.96018e-06} {-0.000125315,-1.57557e-05} {-0.00011965,-3.12405e-05} {-0.000113299,-4.43702e-05} {-0.000106368,-5.5078e-05} {-9.89649e-05,-6.33459e-05} {-9.11978e-05,-6.91931e-05} {-8.31751e-05,-7.26611e-05} {-7.50037e-05,-7.37953e-05} {-6.67881e-05,-7.26261e-05} {-5.86316e-05,-6.91523e-05} {-5.06366e-05,-6.33296e-05} {-4.2906e-05,-5.50736e-05} {-3.55442e-05,-4.42809e-05} {-2.86581e-05,-3.08801e-05} {-2.23554e-05,-1.49179e-05} {-1.67423e-05,3.31288e-06} {-1.19159e-05,2.31077e-05} {-7.95349e-06,4.31566e-05} {-4.89583e-06,6.13457e-05} {-2.72632e-06,7.45951e-05} {-1.34826e-06,7.89071e-05} {-5.7334e-07,7.03533e-05} {-1.54808e-07,4.83591e-05} 
{1.7994e-06,7.76466e-05} {2.45984e-06,0.000146615} {-1.28298e-06,0.000199363} {-7.56833e-06,0.000236206} {-1.56904e-05,0.000260758} {-2.50953e-05,0.000276665} {-3.5372e-05,0.000286665} {-4.62103e-05,0.000292543} {-5.73639e-05,0.000295321} {-6.86258e-05,0.000295466} {-7.98123e-05,0.0002931} {-9.07528e-05,0.000288168} {-0.000101285,0.000280566} {-0.000111255,0.000270226} {-0.000120516,0.000257169} {-0.000128932,0.000241521} {-0.00013638,0.000223517} {-0.000142755,0.00020348} {-0.000147971,0.00018181} {-0.000151963,0.000158953} {-0.000154688,0.000135383} {-0.000156128,0.000111578} {-0.000156285,8.80046e-05} {-0.000155185,6.51006e-05} {-0.000152873,4.32656e-05} {-0.000149413,2.285e-05} {-0.000144885,4.14949e-06} {-0.000139383,-1.25994e-05} {-0.000133012,-2.72207e-05} {-0.000125885,-3.9597e-05} {-0.000118119,-4.9666e-05} {-0.000109837,-5.74117e-05} {-0.00010116,-6.2854e-05} {-9.2209e-05,-6.60332e-05} {-8.31043e-05,-6.6993e-05} {-7.39622e-05,-6.57622e-05} {-6.48976e-05,-6.23383e-05} {-5.60247e-05,-5.66775e-05} {-4.74575e-05,-4.86962e-05} {-3.93121e-05,-3.82936e-05} {-3.17065e-05,-2.54001e-05} {-2.47599e-05,-1.00625e-05} {-1.85884e-05,7.43242e-06} {-1.32974e-05,2.63953e-05} {-8.96774e-06,4.55461e-05} {-5.63702e-06,6.2821e-05} {-3.27483e-06,7.52139e-05} {-1.75639e-06,7.88233e-05} {-8.49944e-07,6.9817e-05} {-2.58184e-07,4.76398e-05} 
{1.91598e-06,7.41556e-05} {2.5441e-06,0.000139536} {-1.6293e-06,0.000189404} {-8.56824e-06,0.000224096} {-1.74912e-05,0.000247102} {-2.77881e-05,0.00026194} {-3.90101e-05,0.000271237} {-5.0821e-05,0.000276705} {-6.29566e-05,0.000279312} {-7.51959e-05,0.000279493} {-8.73429e-05,0.000277352} {-9.92153e-05,0.000272822} {-0.000110639,0.00026579} {-0.000121447,0.000256182} {-0.000131481,0.000244007} {-0.000140593,0.000229381} {-0.000148648,0.00021252} {-0.000155533,0.00019373} {-0.000161153,0.000173388} {-0.000165436,0.000151919} {-0.000168336,0.00012977} {-0.000169833,0.000107396} {-0.000169931,8.52392e-05} {-0.000168658,6.3716e-05} {-0.000166065,4.32044e-05} {-0.000162222,2.40366e-05} {-0.000157219,6.49207e-06} {-0.00015116,-9.2058e-06} {-0.000144159,-2.28911e-05} {-0.000136343,-3.44542e-05} {-0.00012784,-4.38371e-05} {-0.000118785,-5.10263e-05} {-0.000109311,-5.60415e-05} {-9.95515e-05,-5.89217e-05} {-8.96373e-05,-5.97087e-05} {-7.9696e-05,-5.84293e-05} {-6.98531e-05,-5.50794e-05} {-6.02329e-05,-4.9615e-05} {-5.096e-05,-4.19541e-05} {-4.21607e-05,-3.19979e-05} {-3.39632e-05,-1.96788e-05} {-2.64967e-05,-5.04258e-06} {-1.98862e-05,1.1631e-05} {-1.42432e-05,2.96713e-05} {-9.65073e-06,4.78338e-05} {-6.14122e-06,6.4113e-05} {-3.66814e-06,7.55884e-05} {-2.07606e-06,7.84699e-05} {-1.08725e-06,6.90351e-05} {-3.51813e-07,4.67493e-05} 
{2.03528e-06,7.03207e-05} {2.66146e-06,0.000131804} {-1.86883e-06,0.00017856} {-9.35427e-06,0.000210938} {-1.89442e-05,0.000232296} {-2.99786e-05,0.000246001} {-4.19761e-05,0.000254563} {-5.45798e-05,0.000259604} {-6.7512e-05,0.000262038} {-8.05417e-05,0.000262266} {-9.34641e-05,0.00026037} {-0.000106089,0.000256272} {-0.000118232,0.000249851} {-0.000129718,0.000241027} {-0.000140377,0.000229799} {-0.00015005,0.000216269} {-0.000158595,0.000200636} {-0.000165888,0.000183186} {-0.000171828,0.000164274} {-0.000176336,0.000144296} {-0.000179365,0.000123676} {-0.000180892,0.000102841} {-0.00018092,8.22077e-05} {-0.000179482,6.21676e-05} {-0.000176633,4.30763e-05} {-0.000172449,2.52456e-05} {-0.000167028,8.9378e-06} {-0.000160482,-5.63813e-06} {-0.000152937,-1.83274e-05} {-0.000144526,-2.9028e-05} {-0.000135393,-3.76871e-05} {-0.000125679,-4.42931e-05} {-0.000115531,-4.88657e-05} {-0.000105092,-5.14425e-05} {-9.4501e-05,-5.20625e-05} {-8.38968e-05,-5.07501e-05} {-7.3414e-05,-4.74998e-05} {-6.3186e-05,-4.22672e-05} {-5.33465e-05,-3.49715e-05} {-4.40309e-05,-2.55162e-05} {-3.53766e-05,-1.38354e-05} {-2.75214e-05,2.66784e-08} {-2.05977e-05,1.57994e-05} {-1.4722e-05,3.2834e-05} {-9.97763e-06,4.99274e-05} {-6.38959e-06,6.51409e-05} {-3.89293e-06,7.56515e-05} {-2.29894e-06,7.77958e-05} {-1.28105e-06,6.79749e-05} {-4.34494e-07,4.56753e-05} 
{2.15712e-06,6.61744e-05} {2.81345e-06,0.000123494} {-1.9947e-06,0.000166939} {-9.91137e-06,0.000196875} {-2.0024e-05,0.000216505} {-3.16296e-05,0.000229033} {-4.42203e-05,0.000236836} {-5.74242e-05,0.000241444} {-7.09544e-05,0.000243707} {-8.45746e-05,0.00024399} {-9.80754e-05,0.000242355} {-0.000111261,0.000238712} {-0.000123942,0.000232935} {-0.000135934,0.000224936} {-0.000147061,0.000214704} {-0.000157155,0.000202329} {-0.000166066,0.000187992} {-0.000173661,0.000171958} {-0.000179832,0.000154555} {-0.000184499,0.000136155} {-0.000187608,0.000117152} {-0.000189135,9.7945e-05} {-0.000189086,7.89227e-05} {-0.000187494,6.04501e-05} {-0.000184417,4.28584e-05} {-0.000179939,2.64378e-05} {-0.000174162,1.1432e-05} {-0.000167207,-1.96525e-06} {-0.000159208,-1.36108e-05} {-0.000150308,-2.34112e-05} {-0.000140657,-3.13184e-05} {-0.000130409,-3.7323e-05} {-0.000119718,-4.14446e-05} {-0.000108735,-4.37185e-05} {-9.76089e-05,-4.41812e-05} {-8.64864e-05,-4.28544e-05} {-7.55098e-05,-3.97305e-05} {-6.48206e-05,-3.47651e-05} {-5.45604e-05,-2.78785e-05} {-4.48726e-05,-1.89764e-05} {-3.59025e-05,-7.9945e-06} {-2.77955e-05,5.02544e-06} {-2.06901e-05,1.98238e-05} {-1.47063e-05,3.57775e-05} {-9.92576e-06,5.17304e-05} {-6.3644e-06,6.58198e-05} {-3.93631e-06,7.53327e-05} {-2.4166e-06,7.6747e-05} {-1.42688e-06,6.66017e-05} {-5.04908e-07,4.44043e-05} 
{2.28153e-06,6.17518e-05} {3.00227e-06,0.000114686} {-1.99883e-06,0.000154662} {-1.02229e-05,0.000182056} {-2.07037e-05,0.000199905} {-3.27027e-05,0.00021123} {-4.56922e-05,0.000218266} {-5.92909e-05,0.000222441} {-7.32087e-05,0.000224539} {-8.72082e-05,0.000224886} {-0.000101079,0.000223523} {-0.000114625,0.00022035} {-0.000127652,0.000215238} {-0.000139972,0.00020809} {-0.000151403,0.000198889} {-0.00016177,0.000187711} {-0.000170916,0.000174719} {-0.000178702,0.000160157} {-0.000185016,0.000144325} {-0.000189771,0.000127569} {-0.000192912,0.000110251} {-0.000194413,9.27402e-05} {-0.000194279,7.53964e-05} {-0.000192545,5.8556e-05} {-0.000189274,4.25248e-05} {-0.000184552,2.75698e-05} {-0.000178489,1.39152e-05} {-0.000171209,1.73864e-06} {-0.000162854,-8.82904e-06} {-0.000153576,-1.7703e-05} {-0.00014353,-2.48404e-05} {-0.000132879,-3.02338e-05} {-0.000121783,-3.39024e-05} {-0.000110401,-3.58794e-05} {-9.88896e-05,-3.61983e-05} {-8.74005e-05,-3.48775e-05} {-7.60832e-05,-3.1908e-05} {-6.50858e-05,-2.72448e-05} {-5.45566e-05,-2.08096e-05} {-4.46459e-05,-1.25105e-05} {-3.5506e-05,-2.28431e-06} {-2.72883e-05,9.83049e-06} {-2.01365e-05,2.35874e-05} {-1.41727e-05,3.83925e-05} {-9.47557e-06,5.31433e-05} {-6.04972e-06,6.60621e-05} {-3.78606e-06,7.45584e-05} {-2.4207e-06,7.52669e-05} {-1.52009e-06,6.48785e-05} {-5.61607e-07,4.29215e-05} 
{2.40887e-06,5.70911e-05} {3.2314e-06,0.000105467} {-1.8706e-06,0.000141858} {-1.02686e-05,0.000166646} {-2.09516e-05,0.000182686} {-3.31541e-05,0.000192804} {-4.63358e-05,0.000199078} {-6.01126e-05,0.000202828} {-7.41965e-05,0.000204768} {-8.83538e-05,0.000205184} {-0.000102378,0.000204099} {-0.000116074,0.000201403} {-0.000129249,0.000196964} {-0.000141711,0.000190681} {-0.000153276,0.00018253} {-0.000163763,0.000172573} {-0.000173011,0.000160957} {-0.000180876,0.000147901} {-0.00018724,0.000133682} {-0.000192013,0.000118612} {-0.000195137,0.000103025} {-0.000196585,8.72585e-05} {-0.000196362,7.16395e-05} {-0.000194504,5.6476e-05} {-0.000191076,4.20465e-05} {-0.000186167,2.85944e-05} {-0.00017989,1.63231e-05} {-0.000172377,5.3939e-06} {-0.000163773,-4.07543e-06} {-0.000154234,-1.20088e-05} {-0.000143925,-1.83687e-05} {-0.00013301,-2.31497e-05} {-0.000121656,-2.63702e-05} {-0.000110028,-2.80612e-05} {-9.82873e-05,-2.82528e-05} {-8.65904e-05,-2.69608e-05} {-7.5092e-05,-2.41738e-05} {-6.39452e-05,-1.98468e-05} {-5.33039e-05,-1.39033e-05} {-4.3324e-05,-6.25354e-06} {-3.41635e-05,3.16449e-06} {-2.59792e-05,1.43167e-05} {-1.89188e-05,2.69715e-05} {-1.31052e-05,4.05687e-05} {-8.61268e-06,5.40654e-05} {-5.43308e-06,6.57787e-05} {-3.43195e-06,7.32534e-05} {-2.30357e-06,7.32969e-05} {-1.55603e-06,6.27664e-05} {-6.03067e-07,4.12106e-05} 
{2.5403e-06,5.22345e-05} {3.50689e-06,9.59323e-05} {-1.59503e-06,0.000128666} {-1.0022e-05,0.000150821} {-2.07287e-05,0.000165053} {-3.29319e-05,0.000173976} {-4.60871e-05,0.000179506} {-5.9814e-05,0.000182846} {-7.38325e-05,0.000184637} {-8.79176e-05,0.000185127} {-0.00010187,0.000184318} {-0.0001155,0.000182096} {-0.000128618,0.000178326} {-0.000141033,0.000172906} {-0.000152558,0.000165805} {-0.00016301,0.000157075} {-0.000172224,0.000146845} {-0.000180053,0.000135311} {-0.000186374,0.000122723} {-0.000191095,0.000109362} {-0.000194155,9.55297e-05} {-0.000195525,8.15308e-05} {-0.000195212,6.76611e-05} {-0.000193251,5.41975e-05} {-0.000189707,4.13909e-05} {-0.000184674,2.94597e-05} {-0.000178266,1.85864e-05} {-0.000170617,8.91494e-06} {-0.000161877,5.50132e-07} {-0.000152206,-6.44101e-06} {-0.00014177,-1.20261e-05} {-0.00013074,-1.62018e-05} {-0.000119284,-1.89857e-05} {-0.000107572,-2.04063e-05} {-9.57655e-05,-2.04903e-05} {-8.40269e-05,-1.92505e-05} {-7.25133e-05,-1.66739e-05} {-6.13816e-05,-1.27155e-05} {-5.07896e-05,-7.30078e-06} {-4.08976e-05,-3.42699e-07} {-3.18684e-05,8.22e-06} {-2.38632e-05,1.83582e-05} {-1.70324e-05,2.98579e-05} {-1.14989e-05,4.2196e-05} {-7.33182e-06,5.43965e-05} {-4.50865e-06,6.48806e-05} {-2.8679e-06,7.13422e-05} {-2.05974e-06,7.07777e-05} {-1.5308e-06,6.02251e-05} {-6.2788e-07,3.92536e-05} 
{2.67801e-06,4.72299e-05} {3.83824e-06,8.61856e-05} {-1.15091e-06,0.000115239} {-9.44794e-06,0.00013477} {-1.99855e-05,0.000147222} {-3.19735e-05,0.000154985} {-4.48718e-05,0.0001598} {-5.83109e-05,0.00016275} {-7.20244e-05,0.000164403} {-8.58005e-05,0.000164965} {-9.94515e-05,0.000164423} {-0.000112796,0.000162661} {-0.000125649,0.000159543} {-0.000137824,0.000154968} {-0.000149133,0.000148902} {-0.000159394,0.000141385} {-0.000168437,0.00013253} {-0.000176114,0.00012251} {-0.0001823,0.000111548} {-0.0001869,9.98938e-05} {-0.000189851,8.78164e-05} {-0.000191124,7.55866e-05} {-0.000190722,6.34673e-05} {-0.000188684,5.17045e-05} {-0.000185073,4.05205e-05} {-0.000179985,3.01084e-05} {-0.000173534,2.06292e-05} {-0.000165856,1.22094e-05} {-0.000157103,4.94058e-06} {-0.000147436,-1.11928e-06} {-0.000137023,-5.94298e-06} {-0.000126034,-9.52897e-06} {-0.000114641,-1.1894e-05} {-0.000103013,-1.30639e-05} {-9.13147e-05,-1.30622e-05} {-7.97078e-05,-1.18987e-05} {-6.83517e-05,-9.55911e-06} {-5.74049e-05,-5.99893e-06} {-4.70278e-05,-1.14599e-06} {-3.73839e-05,5.08361e-06} {-2.86393e-05,1.27502e-05} {-2.09585e-05,2.18306e-05} {-1.4494e-05,3.21302e-05} {-9.368e-06,4.31675e-05} {-5.6432e-06,5.40397e-05} {-3.28235e-06,6.32825e-05} {-2.0959e-06,6.87522e-05} {-1.68829e-06,6.76512e-05} {-1.44233e-06,5.72145e-05} {-6.34986e-07,3.70317e-05} 
{2.8259e-06,4.21336e-05} {4.23984e-06,7.63451e-05} {-5.09087e-07,0.000101745} {-8.50141e-06,0.0001187} {-1.8662e-05,0.000129427} {-3.02058e-05,0.000136081} {-4.26064e-05,0.000140219} {-5.55125e-05,0.000142803} {-6.86762e-05,0.000144325} {-8.19035e-05,0.000144953} {-9.50213e-05,0.000144661} {-0.000107859,0.000143332} {-0.000120241,0.000140834} {-0.000131983,0.000137071} {-0.000142901,0.000132005} {-0.000152814,0.000125667} {-0.000161552,0.000118155} {-0.000168964,0.000109621} {-0.000174924,0.000100256} {-0.000179337,9.02833e-05} {-0.000182137,7.99361e-05} {-0.000183296,6.9452e-05} {-0.000182815,5.90605e-05} {-0.000180731,4.89762e-05} {-0.000177109,3.93923e-05} {-0.000172042,3.04767e-05} {-0.000165646,2.23686e-05} {-0.000158056,1.51771e-05} {-0.000149422,8.98062e-06} {-0.000139905,3.82816e-06} {-0.000129672,-2.58111e-07} {-0.000118893,-3.27834e-06} {-0.000107738,-5.24829e-06} {-9.63736e-05,-6.1911e-06} {-8.49644e-05,-6.12714e-06} {-7.36709e-05,-5.06363e-06} {-6.26516e-05,-2.98522e-06} {-5.20651e-05,1.51389e-07} {-4.20724e-05,4.41524e-06} {-3.28386e-05,9.88656e-06} {-2.45319e-05,1.66245e-05} {-1.73187e-05,2.46125e-05} {-1.13529e-05,3.36771e-05} {-6.75513e-06,4.33824e-05} {-3.58149e-06,5.29054e-05} {-1.77966e-06,6.09062e-05} {-1.13193e-06,6.54178e-05} {-1.19682e-06,6.38655e-05} {-1.29251e-06,5.36978e-05} {-6.24331e-07,3.45261e-05} 
{2.98965e-06,3.70128e-05} {4.73161e-06,6.65451e-05} {3.67669e-07,8.8371e-05} {-7.12829e-06,0.000102835} {-1.669e-05,0.000111917} {-2.75503e-05,0.000117526} {-3.92062e-05,0.000121033} {-5.13309e-05,0.000123275} {-6.37003e-05,0.000124669} {-7.6141e-05,0.000125349} {-8.84972e-05,0.000125279} {-0.000100612,0.000124345} {-0.000112318,0.000122421} {-0.00012344,0.000119419} {-0.000133796,0.0001153} {-0.000143208,0.000110088} {-0.000151508,0.000103866} {-0.000158546,9.6763e-05} {-0.000164195,8.89454e-05} {-0.000168359,8.06026e-05} {-0.000170973,7.19361e-05} {-0.000172006,6.31491e-05} {-0.00017146,5.44378e-05} {-0.00016937,4.59854e-05} {-0.000165801,3.79563e-05} {-0.000160842,3.0493e-05} {-0.000154608,2.37134e-05} {-0.000147231,1.77091e-05} {-0.000138859,1.25458e-05} {-0.00012965,8.26372e-06} {-0.000119767,4.88019e-06} {-0.000109376,2.39365e-06} {-9.86429e-05,7.894e-07} {-8.77318e-05,4.69686e-08} {-7.68024e-05,1.48978e-07} {-6.60117e-05,1.09049e-06} {-5.55152e-05,2.88727e-06} {-4.54693e-05,5.58067e-06} {-3.60336e-05,9.23573e-06} {-2.73726e-05,1.39282e-05} {-1.96549e-05,1.97157e-05} {-1.30478e-05,2.65883e-05} {-7.70508e-06,3.43956e-05} {-3.74525e-06,4.27507e-05} {-1.21775e-06,5.09166e-05} {-5.55824e-08,5.76878e-05} {-1.39832e-08,6.12869e-05} {-6.07127e-07,5.93802e-05} {-1.09017e-06,4.96463e-05} {-5.97691e-07,3.17213e-05} 
